70	-9853.041774	17985.68983	1780.472642	-90.20093062	-1.400935623	179.7416687
71	-11660.99737	17952.5916	1779.014845	-90.21610656	-2.072138169	179.8285412
72	-13987.90153	17929.89636	1780.375329	-90.20474358	1.347788479	179.8775708
73	-14841.80276	22228.8097	1769.936582	-90.15535621	6.842281721	179.8153892
74	-11007.31148	21889.95796	1769.937368	-90.1558651	17.57716703	179.8793647
75	-20207.71235	18144.12891	1781.787114	-90.16022097	1.705794365	179.9250578
76	-24327.69858	18240.90979	1784.902676	-90.16079723	3.307709497	-179.9430729
77	-26153.4758	19066.15279	1783.709765	-90.11905278	-2.761395391	179.7645123
78	-27215.92915	21776.61479	1778.995897	-90.11217218	-4.482008863	179.9316596
79	-24144.27871	21695.06016	1777.029213	-90.45896548	-50.64270833	179.8594112
80	-21745.43866	23089.14086	1770.370841	-90.10403252	-10.48784392	-179.880023
81	-32808.21423	20749.79163	1778.843941	-90.09729935	0.198468362	179.9504323
82	-39697.67542	19242.40325	1778.045061	-90.12811161	-51.95412251	-179.998977
83	-41904.94394	21873.48656	1772.625267	-90.17652385	-32.07913564	179.6648317
84	-47595.81619	13764.58259	1781.930737	-90.20796936	-71.1893638	179.8948685
85	-42413.09958	8630.119632	1792.273698	-90.60142151	-84.76929088	179.4642349
86	-44112.05742	6545.21364	1794.714454	90.73982732	-85.80296474	0.66755931
87	-44806.78774	4713.707534	1796.795819	-90.53464728	-86.99777856	179.5270447
88	-46977.6838	4711.678937	1795.811549	-90.87933175	-87.90020599	179.6040104
89	-47744.67291	4462.611548	1797.086643	-90.39665639	-41.15065951	179.9927932
90	-44289.80221	-1331.359242	1804.269061	-90.16736062	-83.07427779	-179.9591971
91	-44334.42478	-1639.026588	1806.322221	86.83909391	-88.22133556	-2.97587482
92	-46812.54409	-6474.38372	1809.556865	90.13718274	-74.55792322	0.126997547
93	-44256.14107	-11100.77896	1820.579267	90.54158686	-85.01535887	0.529822254
94	-47772.63928	-12166.69033	1819.571861	-90.57324819	-87.08678475	179.2877407
95	-45424.00657	-17166.2946	1807.536229	91.57863627	-87.29343056	1.521455274
96	-48114.86923	-26533.71097	1767.193521	90.21813162	-41.72203166	0.041749171
97	-38929.14958	-27928.70985	1805.938165	90.15135486	-42.98627664	0.088136875
98	-31607.65566	-27345.7613	1782.113765	90.21731165	9.711187092	-0.030979159
99	-29961.09795	-27277.60586	1776.927323	90.26318594	-0.425868362	-0.147773415
100	-26222.82518	-26332.54736	1800.111024	90.49258237	4.764741556	0.046612861
101	-23378.91052	-27132.25334	1796.116241	90.18780651	1.209210634	-0.163382548
102	-19711.23399	-30657.06794	1789.604519	90.17936007	-10.76405288	-0.088429793
103	-15198.39957	-26672.70651	1800.81757	90.21617812	7.115847305	0.131960201
104	-9705.014801	-26993.31021	1806.318874	90.14655921	-0.285671767	-0.037659566
105	-3901.855071	-26108.6193	1790.823306	90.17190935	-4.406759134	-0.047530482
106	14380.3717	18041.60117	1875.68556	-89.7201135	53.31527241	-179.8760734
