1	8560.935999	18052.57625	864.9681789	-90.14782633	2.686897645	179.8156888
2	8651.113012	18656.99729	858.6327698	-90.18428818	-2.362599613	179.9737384
3	6919.60322	18489.30053	857.2649698	-90.18272567	-3.419568525	-179.9584203
4	4714.718834	18828.63686	851.2502154	-90.21640048	1.863567832	-179.9746236
5	4299.678446	21642.56253	848.3145243	-90.20647794	2.583201531	-179.7734702
6	4314.049556	21695.62356	843.7289285	-90.21285767	-4.337470709	-179.768052
7	6678.571684	22136.39511	851.7012964	-90.26512403	-3.492003909	-179.8214664
8	11643.70889	20163.06447	847.1749337	-90.1941721	7.1903516	179.8441789
9	15342.77881	17402.44486	883.4117459	-90.0653238	59.66793961	-179.9023584
10	523.6660257	21860.19515	844.0931852	-90.24321965	2.630403427	179.8322844
11	-123.9535481	21882.5681	843.6287649	-90.24401476	1.758688582	179.8570694
12	-1957.95473	21914.16722	843.4328417	-90.23422038	-0.34534306	179.7763333
13	-2491.14005	21915.7626	842.8522002	-90.49239313	0.031449143	179.9595056
14	-4641.595954	21910.88483	853.3713253	-90.06439044	0.762732919	-179.7209972
15	-5831.265889	21834.84747	848.2653194	-90.28783049	-0.143005187	179.9528196
16	-5697.84685	20877.67879	858.4551875	-90.20362268	3.306782899	179.7740997
17	-2305.518025	17792.88364	860.3894525	-90.21919655	16.08100489	179.871923
18	-10141.67714	18802.99134	862.5950466	-90.17181853	2.077369779	179.7763612
19	-11664.60565	21555.3565	853.3188605	-90.16390427	-5.037672134	179.9502373
20	-14309.47402	21855.87064	852.9850698	-90.179903	2.828725237	179.8419312
21	-15059.87125	21870.68767	851.9834665	-90.1191305	3.928768646	-179.9939541
22	-15780.7969	19819.65646	858.0823512	-90.16278615	-4.102352295	179.8649266
23	-19953.63267	18074.55919	861.9014816	-90.1984002	1.559123052	179.9528421
24	-20250.43548	22304.08705	852.372553	-90.16130661	-8.855217844	179.8042171
25	-24520.84406	21949.87559	854.9295288	-90.19221288	-3.342913954	-179.8975611
26	-25771.67862	21838.71099	856.0252511	-90.12566683	-3.007517214	179.9021957
27	-26915.23879	18996.4502	861.5024886	-90.16367522	-32.34429388	179.7883204
28	-32638.52142	21919.99813	853.7602716	-90.12047194	6.372322374	-179.7854483
29	-32642.93773	21920.05178	853.7478152	-90.10126534	6.992541403	179.9844045
30	-34333.43035	19907.14959	856.3597586	-90.12656631	-23.4581434	179.9667036
31	-37424.18959	21825.78116	852.303116	-90.14328945	-38.38855363	179.8819838
32	-46531.5239	22138.0689	845.2415353	-90.08881144	-44.06257528	-179.7040081
33	-46653.6365	22123.70404	851.4732754	-90.15851362	-58.19155337	179.6916863
34	-47530.82645	19774.40195	854.8987792	-90.11263909	-79.28291873	179.9493868
35	-48054.5371	15511.56366	859.8623628	-90.3527476	-72.46211946	179.7595792
36	-46813.14901	8331.981387	874.1940631	-90.09642044	-65.99608821	179.9124154
37	-45835.79222	3297.557583	880.761068	-90.17212209	-71.90667815	179.8088867
38	-46997.10642	-1551.480846	886.9515816	90.65729772	-86.38176067	0.527374933
39	-47028.56608	-1663.285003	886.3785559	-89.55950935	-83.75012606	-179.2954068
40	-47427.05879	-3111.766737	887.9810558	-90.36325993	-84.12977701	179.6125121
41	-47895.12479	-5163.827101	892.0205826	-92.75279884	-81.24949313	177.5228668
42	-45395.81965	-5493.813467	890.6726984	90.74214698	-85.64660111	0.874783761
43	-46224.08132	-8645.726548	893.8659308	90.072558	-79.08460222	0.065879317
44	-44467.49399	-13613.39022	895.626163	91.18847015	-88.12296388	1.121596582
45	-47621.62435	-15603.11005	904.5244127	90.35887488	-87.2498757	0.322982954
46	-48223.88821	-23347.64145	874.7083958	90.20547249	-53.10050825	-0.060642807
47	-47864.20719	-26683.37038	858.3702758	90.20874922	-44.80120453	-0.085946654
48	-45474.20421	-27862.84741	862.4872089	90.21389722	-47.62232309	0.042488571
49	-29922.95973	-27236.19263	864.0662947	90.24531977	-11.7419865	-0.095815067
50	-27480.19155	-26785.03957	878.1800954	90.18930978	7.28746976	0.364063776
51	-27832.60757	-29238.51865	888.120509	90.06683843	-22.51959999	-0.179730021
52	-21776.01517	-28967.41586	880.0249681	90.31639393	2.835819805	0.261149257
53	-19990.68115	-30123.97438	880.2916628	90.14385412	0.770158449	0.056212571
54	-13989.29672	-29969.33371	878.5700462	90.13729278	1.413228519	-0.202019822
55	-9725.03414	-27308.4244	886.6461122	90.09713586	3.309056802	0.058392059
56	-6806.402964	-26040.25424	889.9986851	90.11798028	5.739165027	-0.173674965
57	-6268.465126	-28566.31978	884.4958429	90.09715473	2.832519834	-0.137427677
58	-1733.770445	-27975.6293	865.7763071	90.18677335	0.755955241	-0.232950926
59	266.7016075	-27960.4841	862.8006098	90.33953308	1.962016519	0.254363717
60	1753.686653	-27996.3731	860.302334	90.21277749	5.48369181	-0.028026822
61	2799.975738	-26421.63439	865.7641754	90.19483907	5.085154967	-0.096145582
62	-48130.8641	18365.08437	856.4328534	-90.18140556	-66.17611627	179.7106748
63	6383.860302	18054.47608	1779.343965	-90.26360131	5.847324236	-179.6996484
64	4596.88665	17988.91662	1776.854414	-90.22864201	-2.006319526	179.9335641
65	4390.872504	21784.2359	1778.209376	-90.22146689	32.57806537	-179.7532449
66	-514.7335607	19195.9575	1768.882454	-90.35033114	-39.37647574	-179.9109698
67	-2389.861662	18275.50238	1770.030149	-90.26027098	1.972988836	179.9274803
68	-3836.082515	18179.44425	1767.210254	-90.37319706	-6.554580761	-179.9894821
69	-7295.023994	18024.58946	1778.545592	-90.21811935	-2.116597395	179.8159062
