2	537025274.0827	3957822285.1497
3	537025274.0824	3957819054.2389
4	537025274.0825	3957817438.7838
7	537026646.9370	3957841670.6202
9	537026646.9365	3957835208.7966
10	537026646.9365	3957833593.3409
11	537026646.9364	3957831977.8851
12	537026646.9363	3957830362.4293
13	537026646.9361	3957828746.9733
14	537026646.9360	3957827131.5179
15	537026646.9370	3957825516.0622
16	537026646.9369	3957823900.6060
18	537026646.9365	3957820669.6947
21	537026646.9363	3957815823.3275
22	537026646.9369	3957814207.8714
23	537026646.9365	3957812592.4164
24	537026646.9362	3957807746.0480
26	537026646.9354	3957804515.1360
27	537028019.7899	3957846516.9860
30	537028019.7920	3957840055.1633
31	537028019.7918	3957838439.7081
32	537028019.7907	3957836824.2522
48	537028019.7918	3957810976.9597
68	537029392.6442	3957804515.1356
74	537030765.4982	3957804515.1365
77	537032138.3532	3957806130.5923
78	537033511.2075	3957844901.5305
79	537034884.0606	3957846516.9863
81	537034884.0616	3957806130.5920
86	537036256.9149	3957802899.6808
87	537037629.7691	3957846516.9861
88	537037629.7701	3957844901.5300
97	537040375.4778	3957802899.6793
101	537043121.1855	3957846516.9868
106	537043121.1863	3957802899.6802
107	537044494.0398	3957846516.9857
109	537044494.0404	3957843286.0752
110	537044494.0409	3957806130.5911
116	537045866.8938	3957804515.1361
127	537048612.6018	3957802899.6798
142	537051358.3116	3957804515.1364
144	537052731.1660	3957843286.0745
146	537052731.1663	3957840055.1643
172	537055476.8736	3957838439.7083
175	537055476.8735	3957825516.0613
193	537056849.7270	3957835208.7960
204	537056849.7269	3957809361.5044
211	537058222.5825	3957830362.4291
213	537058222.5822	3957827131.5173
215	537058222.5818	3957823900.6060
229	537059595.4352	3957812592.4156
231	537025274.0823	3957825516.0621
232	537025274.0820	3957822285.1508
233	537025274.0831	3957819054.2385
234	537025274.0832	3957817438.7833
235	537025274.0819	3957804515.1368
236	537026646.9350	3957844901.5311
238	537026646.9375	3957840055.1642
239	537026646.9371	3957835208.7964
240	537026646.9370	3957833593.3411
241	537026646.9370	3957831977.8853
242	537026646.9369	3957830362.4294
243	537026646.9366	3957828746.9735
244	537026646.9367	3957827131.5174
246	537026646.9364	3957823900.6061
248	537026646.9363	3957820669.6948
251	537026646.9365	3957815823.3273
252	537026646.9366	3957814207.8712
253	537026646.9362	3957812592.4162
259	537028019.7908	3957843286.0752
261	537028019.7913	3957838439.7076
262	537028019.7913	3957836824.2520
278	537028019.7915	3957810976.9595
282	537028019.7908	3957804515.1363
299	537030765.4987	3957846516.9858
304	537030765.4989	3957804515.1363
305	537032138.3529	3957846516.9865
307	537032138.3529	3957806130.5920
309	537034884.0613	3957846516.9863
311	537034884.0612	3957806130.5918
312	537036256.9156	3957846516.9860
316	537036256.9158	3957802899.6805
317	537037629.7698	3957846516.9862
321	537037629.7701	3957802899.6796
324	537039002.6238	3957802899.6804
327	537040375.4771	3957802899.6791
330	537041748.3314	3957802899.6801
331	537043121.1863	3957846516.9866
336	537043121.1855	3957802899.6802
337	537044494.0405	3957846516.9855
342	537045866.8947	3957846516.9865
347	537045866.8945	3957802899.6810
348	537047239.7488	3957844901.5300
352	537047239.7483	3957802899.6807
353	537048612.6028	3957844901.5309
357	537048612.6025	3957802899.6804
358	537049985.4573	3957844901.5298
364	537049985.4567	3957804515.1367
365	537049985.4568	3957802899.6801
366	537051358.3117	3957844901.5305
367	537051358.3116	3957843286.0753
380	537052731.1652	3957804515.1360
383	537054104.0200	3957840055.1630
402	537055476.8734	3957838439.7081
417	537055476.8735	3957806130.5925
418	537055476.8737	3957804515.1359
420	537056849.7269	3957841670.6201
434	537056849.7274	3957809361.5045
438	537058222.5822	3957841670.6188
439	537058222.5819	3957836824.2523
440	537058222.5820	3957835208.7961
441	537058222.5827	3957830362.4291
442	537058222.5828	3957828746.9730
443	537058222.5824	3957827131.5178
444	537058222.5825	3957825516.0617
445	537058222.5826	3957823900.6055
452	537058222.5829	3957812592.4159
454	537059595.4362	3957820669.6940
455	537059595.4362	3957819054.2383
456	537059595.4361	3957817438.7825
457	537059595.4360	3957815823.3271
458	537059595.4359	3957814207.8707
460	537059595.4358	3957810976.9590
